BALANCE,BALANCE_FREQUENCY,PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,Cluster
176.162762,0.909091,1814.64,0.0,0.583333,0.583333,0
703.407676,1.0,637.84,0.0,0.636364,0.0,1
445.921101,1.0,1580.56,2703.408056,1.0,0.666667,0
3083.784255,1.0,0.0,737.652849,0.0,0.0,2
31.111548,1.0,110.0,0.0,0.083333,0.083333,1
503.732786,1.0,1730.3,0.0,0.916667,0.583333,0
176.837859,1.0,108.39,0.0,0.416667,0.0,1
94.537529,1.0,1399.55,0.0,0.916667,0.916667,0
661.940291,1.0,755.14,0.0,0.916667,0.75,0
8.799432,0.454545,1591.48,0.0,0.833333,0.25,1
3106.418215,0.636364,0.0,2139.745589,0.0,0.0,2
827.393597,0.727273,693.89,0.0,0.416667,0.0,1
0.0,0.0,94.5,0.0,0.166667,0.0,1
4361.964176,1.0,0.0,288.451529,0.0,0.0,2
73.10055,1.0,78.09,0.0,0.25,0.0,1
7.047482,0.545455,321.07,0.0,0.916667,0.916667,0
353.895121,1.0,2073.54,175.826711,0.75,0.75,0
5911.506531,0.9,0.0,7098.892954,0.0,0.0,2
8.523984,0.363636,130.32,0.0,0.166667,0.0,1
3096.831684,1.0,4492.85,0.0,1.0,1.0,0
2468.506177,1.0,0.0,648.808629,0.0,0.0,2
1341.000157,1.0,1355.77,929.959753,0.916667,0.666667,0
169.343874,0.818182,1553.8,0.0,0.5,0.5,1
18.112481,0.636364,206.69,0.0,0.416667,0.0,1
287.493279,0.222222,1709.0,0.0,0.111111,0.111111,1
38.013028,1.0,469.62,0.0,0.833333,0.0,1
8.570991,0.272727,149.55,0.0,0.083333,0.083333,1
7.20735,0.545455,152.02,0.0,0.583333,0.0,1
15.667283,1.0,147.48,0.0,1.0,0.0,1
955.159037,1.0,440.57,0.0,0.666667,0.083333,1
827.255067,1.0,281.97,0.0,0.416667,0.0,1
2472.017517,1.0,2317.89,0.0,1.0,0.583333,0
22.322215,0.363636,448.0,0.0,0.333333,0.083333,1
1764.083164,1.0,329.47,58.536178,1.0,0.0,1
23.651198,0.454545,250.0,0.0,0.416667,0.0,1
1886.811282,1.0,146.73,3249.377014,0.166667,0.166667,2
232.140345,0.818182,552.66,76.633316,1.0,0.166667,1
17.092052,0.454545,1160.0,0.0,1.0,0.0,1
4746.953711,0.909091,0.0,939.38774,0.0,0.0,2
30.969957,0.666667,319.67,0.0,0.666667,0.666667,1
201.463595,1.0,2148.34,0.0,1.0,1.0,0
322.411152,1.0,1506.92,0.0,1.0,1.0,0
1129.185643,1.0,0.0,1385.126221,0.0,0.0,2
99.643727,1.0,677.68,0.0,1.0,1.0,0
651.394216,1.0,2529.64,0.0,1.0,0.916667,0
1409.256223,0.9,4569.65,3883.517967,0.7,0.6,0
194.927,0.909091,2061.48,0.0,0.833333,0.5,0
6758.987905,1.0,198.96,7019.083751,0.5,0.083333,2
2332.496766,1.0,0.0,1848.691278,0.0,0.0,2
1860.469601,1.0,0.0,303.822585,0.0,0.0,2
920.529926,0.857143,462.33,1065.754951,0.571429,0.571429,1
3347.700395,1.0,5967.42,0.0,1.0,1.0,0
947.70851,1.0,483.4,1288.83283,0.083333,0.083333,2
574.032791,1.0,1606.51,0.0,1.0,0.0,1
3067.274152,1.0,0.0,591.246114,0.0,0.0,2
768.881695,0.727273,408.59,0.0,0.25,0.25,1
1190.884428,0.857143,0.0,1817.843113,0.0,0.0,2
1710.119356,1.0,1697.15,0.0,0.916667,0.166667,1
229.878735,0.272727,0.0,928.309409,0.0,0.0,1
4766.360515,1.0,2894.04,1386.851165,1.0,1.0,0
3007.664861,1.0,534.26,0.0,0.833333,0.583333,0
1871.597836,1.0,3220.25,2367.006699,0.833333,0.166667,0
1455.745146,1.0,266.0,168.514165,0.222222,0.222222,2
1986.558317,1.0,0.0,872.861808,0.0,0.0,2
36.174755,1.0,315.0,0.0,1.0,0.0,1
129.836526,0.909091,1433.99,0.0,0.909091,0.454545,0
206.978089,1.0,0.0,500.665069,0.0,0.0,2
1192.594159,1.0,1324.82,914.684674,0.666667,0.5,0
50.564486,0.909091,84.0,259.105418,0.083333,0.083333,1
62.104602,0.636364,377.62,0.0,0.5,0.0,1
56.945201,0.454545,328.1,0.0,0.166667,0.166667,1
8.421315,0.272727,60.0,0.0,0.083333,0.083333,1
15.810927,0.363636,246.29,0.0,0.181818,0.181818,1
44.613002,0.363636,281.7,0.0,0.083333,0.083333,1
2342.724406,0.909091,0.0,4697.170219,0.0,0.0,2
3164.714813,1.0,839.65,96.764357,0.5,0.416667,2
2068.865586,1.0,0.0,1285.834671,0.0,0.0,2
0.0,0.0,265.76,0.0,0.916667,0.0,1
14.891908,0.818182,59.8,0.0,0.166667,0.166667,1
1367.301373,1.0,231.41,0.0,1.0,0.0,1
299.82542,1.0,480.0,416.566286,1.0,0.142857,1
0.0,0.0,0.0,253.887233,0.0,0.0,1
1176.088299,1.0,0.0,1106.360593,0.0,0.0,2
1164.125671,1.0,0.0,3087.004701,0.0,0.0,2
25.499945,0.727273,62.53,0.0,0.083333,0.083333,1
3646.30636,1.0,594.88,3281.891728,0.416667,0.166667,2
164.583178,0.454545,1489.28,0.0,0.333333,0.25,1
2980.628942,1.0,1352.52,0.0,0.083333,0.083333,2
3350.186138,1.0,0.0,2887.013513,0.0,0.0,2
1101.8547,1.0,0.0,38.930597,0.0,0.0,2
468.294595,1.0,4164.14,0.0,1.0,1.0,0
63.928065,1.0,183.6,0.0,1.0,0.0,1
906.613422,0.888889,0.0,2222.768202,0.0,0.0,2
798.693995,1.0,0.0,1865.808018,0.0,0.0,2
3.750633,0.181818,159.6,879.373487,0.166667,0.0,1
1281.842665,1.0,0.0,371.667107,0.0,0.0,2
863.130387,1.0,37.3,0.0,0.166667,0.166667,1
50.302615,0.636364,0.0,575.797773,0.0,0.0,1
33.817964,0.909091,232.45,0.0,0.833333,0.0,1
559.917793,1.0,4760.11,19.930337,1.0,1.0,0
2671.979402,1.0,1469.66,2150.272488,0.666667,0.583333,0
814.781581,1.0,832.7,757.375098,0.666667,0.666667,0
1184.434511,0.818182,99.8,3445.51955,0.083333,0.083333,2
3.198999,0.090909,45.87,0.0,0.083333,0.0,1
33.267171,0.909091,341.45,0.0,0.833333,0.0,1
261.462528,1.0,2893.57,0.0,1.0,1.0,0
2659.411879,1.0,177.62,1831.115496,0.166667,0.166667,2
8.077527,0.545455,125.0,0.0,0.545455,0.0,1
115.937936,0.272727,0.0,1529.395551,0.0,0.0,1
69.37782,0.545455,588.02,0.0,0.333333,0.083333,1
61.588389,0.818182,250.0,0.0,0.666667,0.083333,1
2.081357,0.181818,26.49,0.0,0.083333,0.083333,1
3092.189629,1.0,60.82,2361.473149,0.25,0.0,2
564.325877,1.0,0.0,36.998782,0.0,0.0,2
10.684577,0.181818,300.0,0.0,0.25,0.0,1
2067.148279,1.0,792.68,446.493825,0.583333,0.25,1
966.732798,1.0,1093.0,247.199642,0.333333,0.333333,1
4099.755913,1.0,0.0,4933.666708,0.0,0.0,2
1507.001995,1.0,209.1,0.0,0.25,0.25,1
2220.864979,1.0,2884.42,0.0,0.75,0.583333,0
92.325796,1.0,371.16,0.0,1.0,0.0,1
3583.515054,1.0,5683.71,0.0,1.0,0.166667,0
3343.299372,1.0,790.8,5001.962631,1.0,0.0,2
2133.901379,1.0,303.03,0.0,1.0,0.083333,1
217.993205,1.0,2435.21,0.0,1.0,1.0,0
50.803778,0.25,0.0,892.941422,0.0,0.0,1
319.037744,0.818182,1262.28,0.0,0.25,0.25,1
100.208311,0.909091,0.0,182.143966,0.0,0.0,1
7.168805,0.272727,88.04,0.0,0.083333,0.083333,1
1747.876077,1.0,0.0,2774.385866,0.0,0.0,2
519.444307,1.0,525.0,0.0,1.0,0.0,1
4320.267209,1.0,117.23,2746.430467,0.083333,0.083333,2
2811.486863,1.0,692.52,637.084199,1.0,1.0,0
125.793836,1.0,630.0,0.0,1.0,0.0,1
3798.323722,1.0,0.0,182.513182,0.0,0.0,2
4274.488095,1.0,0.0,12527.49129,0.0,0.0,2
900.557796,1.0,1865.55,583.31815,0.583333,0.583333,0
858.857651,1.0,1013.61,0.0,0.5,0.25,1
6537.852206,0.909091,2598.51,0.0,0.272727,0.090909,2
1793.970596,1.0,1004.9,0.0,0.583333,0.583333,0
3215.903805,1.0,745.48,0.0,1.0,0.0,1
1893.704851,1.0,4124.81,0.0,1.0,0.75,0
7.50839,0.181818,95.0,0.0,0.166667,0.166667,1
1180.178744,1.0,233.35,0.0,0.333333,0.333333,1
3232.101217,1.0,495.0,4815.406969,0.166667,0.166667,2
6963.435383,1.0,2951.93,0.0,0.333333,0.333333,2
368.330629,1.0,1029.29,0.0,0.416667,0.416667,1
0.0,0.0,66.75,0.0,0.25,0.0,1
4.421403,0.909091,95.59,0.0,1.0,0.083333,1
41.049799,0.727273,413.31,0.0,0.583333,0.083333,1
3611.316106,1.0,2400.71,1815.313783,1.0,1.0,0
3214.579198,1.0,0.0,2322.566457,0.0,0.0,2
339.183041,1.0,139.5,0.0,0.25,0.25,1
477.16584,1.0,1342.51,0.0,0.583333,0.583333,0
3711.955487,1.0,1241.4,0.0,0.666667,0.25,2
390.008261,1.0,0.0,463.287959,0.0,0.0,2
2251.896834,1.0,1331.0,0.0,1.0,1.0,0
2461.015559,0.636364,0.0,308.497698,0.0,0.0,2
9309.635579,1.0,9007.67,0.0,1.0,1.0,0
4355.982388,1.0,0.0,305.985578,0.0,0.0,2
62.996845,1.0,779.7,0.0,1.0,0.166667,1
22.879526,0.833333,171.0,0.0,0.833333,0.0,1
4719.819043,1.0,2143.73,146.547709,0.5,0.416667,0
1241.565972,1.0,3637.75,6419.421654,0.833333,0.583333,0
49.198038,0.272727,699.0,0.0,0.083333,0.083333,1
662.691336,1.0,0.0,967.59402,0.0,0.0,2
4587.062248,1.0,333.28,77.956377,0.583333,0.0,2
169.639713,1.0,1970.49,0.0,1.0,1.0,0
2823.212665,1.0,2814.23,0.0,1.0,1.0,0
2.880247,0.181818,250.0,0.0,0.083333,0.083333,1
47.193664,1.0,132.0,0.0,0.166667,0.0,1
597.628578,1.0,1430.0,2091.07342,0.25,0.083333,2
2872.798614,1.0,27.16,2692.777044,0.083333,0.0,2
3350.116932,1.0,39.8,3907.706693,0.083333,0.083333,2
13.221335,0.857143,108.84,0.0,0.857143,0.0,1
1083.120149,1.0,0.0,2426.830138,0.0,0.0,2
777.616173,0.909091,0.0,1894.377727,0.0,0.0,2
122.684019,0.875,1267.0,0.0,0.875,0.375,1
1615.968515,1.0,270.0,2592.263468,0.5,0.0,2
434.099616,1.0,4392.05,0.0,1.0,1.0,0
820.700166,0.818182,0.0,857.720875,0.0,0.0,2
7.625765,1.0,110.68,0.0,0.166667,0.0,1
1428.118364,1.0,119.34,2563.324769,0.75,0.0,1
1324.038811,1.0,1862.96,0.0,0.416667,0.416667,1
1190.800122,1.0,1864.79,0.0,0.916667,0.666667,0
2580.169522,1.0,0.0,3912.041656,0.0,0.0,2
371.866448,1.0,2825.85,0.0,0.75,0.75,0
1280.732187,1.0,0.0,395.725602,0.0,0.0,2
975.416023,1.0,9586.1,0.0,1.0,1.0,0
122.113869,1.0,1105.92,0.0,1.0,0.0,1
1262.631995,0.909091,405.0,0.0,1.0,1.0,0
143.553904,1.0,1778.76,0.0,1.0,0.416667,0
1037.797184,1.0,103.27,475.467016,0.25,0.25,1
1938.576334,1.0,333.54,2738.946605,0.571429,0.428571,2
6257.390416,1.0,9228.97,0.0,1.0,1.0,0
14.570032,1.0,89.58,0.0,1.0,0.0,1
39.241601,1.0,199.56,0.0,1.0,0.0,1
871.499977,1.0,20.0,197.024597,0.083333,0.083333,2
180.750232,1.0,266.64,95.285453,1.0,0.0,1
4107.157763,1.0,279.71,9337.271222,0.25,0.25,2
58.313733,0.454545,499.0,0.0,0.545455,0.0,1
5665.802895,1.0,0.0,10507.87257,0.0,0.0,2
1340.671346,1.0,0.0,244.036318,0.0,0.0,2
43.762299,1.0,422.24,0.0,1.0,0.166667,1
111.449845,1.0,1389.94,0.0,1.0,0.0,1
138.489138,1.0,1455.68,0.0,1.0,1.0,0
70.976464,1.0,0.0,1880.659305,0.0,0.0,2
49.378783,0.375,542.34,0.0,0.25,0.25,1
4295.964134,1.0,0.0,4505.063338,0.0,0.0,2
1017.071792,0.636364,0.0,4310.221199,0.0,0.0,2
138.459191,1.0,327.94,0.0,1.0,0.0,1
289.537597,0.909091,1216.7,0.0,0.5,0.5,1
74.755978,1.0,553.7,0.0,0.583333,0.333333,1
16.59641,0.545455,220.48,0.0,0.083333,0.083333,1
51.004807,0.909091,431.93,0.0,1.0,0.0,1
1489.224372,0.636364,1209.56,0.0,0.833333,0.083333,1
57.70484,0.818182,772.46,0.0,0.833333,0.083333,1
99.446029,0.181818,0.0,1045.066588,0.0,0.0,1
186.054174,1.0,2126.81,0.0,1.0,0.916667,0
2948.447663,1.0,0.0,1539.285222,0.0,0.0,2
127.895284,1.0,1085.16,0.0,1.0,0.25,1
18.014226,0.727273,130.5,0.0,0.75,0.0,1
6.86049,0.2,114.0,0.0,0.1,0.1,1
1908.569743,1.0,0.0,4604.425401,0.0,0.0,2
437.735369,0.909091,483.65,0.0,0.5,0.5,1
1245.976021,1.0,0.0,615.715834,0.0,0.0,2
1019.133646,1.0,9249.73,0.0,0.833333,0.583333,0
1844.889665,1.0,1848.24,0.0,0.75,0.75,0
952.431767,0.909091,3882.65,2101.942774,0.666667,0.583333,0
1848.758853,1.0,3588.13,0.0,1.0,0.583333,0
1181.852384,1.0,750.78,18.531069,0.5,0.0,1
382.870641,0.909091,2972.92,0.0,0.75,0.666667,0
1459.803597,1.0,0.0,218.234292,0.0,0.0,2
162.972111,0.909091,1586.6,110.671623,0.833333,0.0,1
1396.214811,1.0,3729.35,536.658419,1.0,1.0,0
225.282024,1.0,545.68,0.0,1.0,0.0,1
454.552808,0.454545,0.0,1091.832836,0.0,0.0,1
1785.90226,1.0,0.0,129.421992,0.0,0.0,2
535.291589,1.0,824.61,0.0,0.727273,0.181818,1
6.697211,0.181818,64.69,0.0,0.083333,0.083333,1
5.377296,0.181818,69.0,0.0,0.083333,0.083333,1
4020.130769,1.0,79.62,5457.123658,0.083333,0.083333,2
1117.33657,1.0,0.0,99.315429,0.0,0.0,2
15.848963,0.363636,150.0,0.0,0.25,0.0,1
900.541751,1.0,15.8,0.0,0.25,0.0,1
2544.378002,1.0,1108.54,0.0,0.583333,0.583333,0
1852.646433,1.0,2600.0,3481.132679,0.333333,0.166667,2
0.0,0.0,0.0,465.571691,0.0,0.0,1
581.24856,0.909091,556.83,0.0,0.727273,0.636364,0
504.409631,1.0,338.9,0.0,0.416667,0.166667,1
142.430458,1.0,1488.84,0.0,1.0,0.0,1
7057.524237,1.0,2761.76,2317.636143,0.916667,0.166667,2
958.920206,1.0,66.7,0.0,0.166667,0.0,1
15.257465,0.636364,238.25,0.0,0.083333,0.0,1
0.009684,0.181818,79.24,0.0,0.083333,0.0,1
385.763111,1.0,232.93,0.0,0.5,0.5,1
1780.188356,1.0,845.67,4137.170984,0.75,0.166667,2
1.841583,0.181818,67.5,0.0,0.083333,0.0,1
1839.122533,1.0,1055.32,3780.152602,0.916667,0.0,2
15.008041,1.0,108.95,0.0,0.5,0.083333,1
2106.417286,1.0,2151.93,0.0,0.833333,0.5,0
2676.263845,1.0,0.0,2328.859489,0.0,0.0,2
500.219415,1.0,27.05,0.0,0.083333,0.0,1
4128.31155,1.0,0.0,1674.401635,0.0,0.0,2
1018.350846,1.0,0.0,716.818927,0.0,0.0,2
10.678354,0.727273,50.0,0.0,0.083333,0.083333,1
1273.731635,1.0,0.0,534.228453,0.0,0.0,2
58.12945,1.0,576.0,0.0,1.0,0.0,1
153.637431,1.0,1495.41,0.0,1.0,1.0,0
1667.146414,1.0,4343.82,0.0,0.916667,0.75,0
1648.701838,1.0,740.7,0.0,0.5,0.5,0
15.330559,0.727273,144.64,0.0,0.666667,0.0,1
5772.250286,1.0,255.25,2969.93596,0.25,0.083333,2
73.704935,1.0,554.67,0.0,1.0,0.0,1
2933.068755,1.0,0.0,7542.177658,0.0,0.0,2
1421.419262,1.0,1669.2,0.0,1.0,0.166667,1
424.938385,1.0,4060.58,0.0,1.0,1.0,0
1033.371763,1.0,2361.97,365.689536,1.0,0.583333,0
0.0,0.0,120.0,0.0,0.333333,0.0,1
5861.100691,1.0,64.71,9799.529884,0.083333,0.083333,2
3987.467435,1.0,146.53,2665.355738,0.416667,0.083333,2
1606.56766,0.818182,0.0,1173.530445,0.0,0.0,2
1630.991993,1.0,578.9,145.230653,0.666667,0.0,1
95.887902,1.0,769.0,0.0,0.666667,0.416667,1
1804.401706,1.0,40.0,2392.281584,0.083333,0.083333,2
1447.267049,1.0,0.0,77.866868,0.0,0.0,2
1268.250294,1.0,167.0,1141.77504,0.083333,0.083333,2
668.291862,0.545455,248.77,0.0,0.333333,0.0,1
50.853021,1.0,428.75,0.0,1.0,0.0,1
241.001768,0.5,1888.88,0.0,0.875,0.125,1
157.763858,0.909091,211.07,0.0,0.25,0.25,1
724.854858,1.0,185.63,321.127263,0.25,0.25,1
147.527826,0.727273,0.0,291.423252,0.0,0.0,1
581.916416,1.0,5723.9,0.0,1.0,1.0,0
5292.264382,1.0,0.0,3383.299741,0.0,0.0,2
2762.536531,1.0,0.0,478.933445,0.0,0.0,2
273.429593,1.0,8534.58,0.0,0.916667,0.916667,0
12.039121,1.0,274.98,0.0,1.0,0.0,1
1451.993504,1.0,0.0,1739.998495,0.0,0.0,2
90.017392,0.909091,1247.39,0.0,0.909091,0.272727,1
0.920339,0.454545,343.4,0.0,0.833333,0.0,1
1071.748626,1.0,0.0,567.817662,0.0,0.0,2
303.929544,0.545455,0.0,1120.769857,0.0,0.0,1
1938.648722,1.0,0.0,2548.837078,0.0,0.0,2
79.432369,0.636364,799.83,0.0,0.583333,0.083333,1
670.885072,1.0,341.9,294.185703,0.833333,0.25,1
1494.69695,0.666667,0.0,3020.521475,0.0,0.0,2
114.361988,0.727273,2141.32,0.0,0.666667,0.083333,1
2002.429291,1.0,3500.03,0.0,1.0,0.666667,0
2135.646123,1.0,114.0,0.0,0.083333,0.083333,2
943.584041,0.875,103.0,0.0,0.125,0.125,1
4785.789559,1.0,0.0,8422.554694,0.0,0.0,2
1436.996287,1.0,0.0,73.568388,0.0,0.0,2
5.313086,0.545455,71.75,0.0,0.583333,0.0,1
365.48242,1.0,1618.31,0.0,1.0,0.142857,1
322.383609,1.0,2903.17,0.0,1.0,0.333333,0
3497.200665,1.0,1350.13,1938.008846,0.666667,0.416667,0
3720.59375,1.0,345.0,2529.303126,1.0,0.0,2
5598.352813,1.0,0.0,2698.171001,0.0,0.0,2
0.0,0.0,933.75,0.0,0.75,0.0,1
2.777589,0.090909,0.0,135.339466,0.0,0.0,1
3362.979048,1.0,90.0,2093.951054,0.083333,0.083333,2
563.459762,0.833333,420.06,765.914966,0.833333,0.333333,1
31.980197,0.727273,300.0,0.0,0.666667,0.0,1
1964.369476,0.727273,0.0,2706.493856,0.0,0.0,2
740.704213,0.545455,1311.76,0.0,0.416667,0.083333,1
991.949111,1.0,945.43,0.0,0.583333,0.583333,0
37.615084,0.909091,229.5,0.0,0.5,0.0,1
2266.220776,1.0,125.32,434.011893,0.083333,0.083333,2
262.25861,1.0,2269.74,292.97442,1.0,0.416667,0
14.5923,1.0,200.4,0.0,1.0,0.0,1
833.541256,1.0,0.0,1422.637361,0.0,0.0,2
116.172752,0.111111,0.0,1867.994674,0.0,0.0,1
478.520473,0.727273,768.96,2604.390666,0.25,0.083333,1
1018.811119,1.0,3137.2,0.0,1.0,0.666667,0
2827.367195,1.0,678.32,175.567183,0.333333,0.083333,2
1529.318797,1.0,678.44,36.989392,0.75,0.0,1
2670.123456,1.0,3103.57,3780.101366,1.0,0.333333,0
481.961018,0.909091,967.23,6718.127621,0.25,0.166667,2
72.087172,1.0,607.36,0.0,1.0,1.0,0
87.887472,1.0,1282.73,0.0,0.916667,0.0,1
5194.184491,1.0,73.42,1101.178394,0.083333,0.083333,2
216.705656,1.0,1442.9,0.0,1.0,0.666667,0
18.400472,0.166667,0.0,186.853063,0.0,0.0,1
5829.92767,1.0,0.0,306.064982,0.0,0.0,2
830.51605,1.0,1059.04,0.0,0.5,0.333333,1
88.012898,0.545455,975.0,0.0,0.583333,0.0,1
77.523872,1.0,325.0,117.402685,0.833333,0.0,1
8073.052656,1.0,2588.69,1857.729049,1.0,0.833333,0
72.76697,1.0,0.0,952.855308,0.0,0.0,2
8.285344,0.142857,72.52,0.0,0.142857,0.142857,1
1207.768239,1.0,0.0,944.367262,0.0,0.0,2
470.593325,1.0,6743.31,0.0,1.0,1.0,0
1915.675716,1.0,855.27,0.0,0.545455,0.545455,0
1283.81226,1.0,166.9,959.09202,0.166667,0.166667,2
1322.579742,1.0,453.0,0.0,0.5,0.5,1
1753.27998,1.0,245.85,468.567126,0.333333,0.333333,2
1663.492233,1.0,3415.39,4152.202096,1.0,0.666667,0
528.651164,1.0,4978.23,0.0,0.916667,0.833333,0
6.226972,0.181818,54.0,0.0,0.166667,0.0,1
2517.38247,1.0,320.0,2357.815693,0.166667,0.166667,2
1453.608861,1.0,4656.79,0.0,1.0,1.0,0
1002.93543,1.0,1056.33,0.0,1.0,0.0,1
1344.982445,1.0,224.54,0.0,0.5,0.0,1
50.366106,0.363636,507.57,0.0,0.083333,0.083333,1
3570.596193,1.0,150.46,3381.913668,0.181818,0.0,2
4364.016237,1.0,2711.9,908.150316,1.0,1.0,0
1207.320442,0.9,359.0,0.0,0.4,0.4,1
138.537976,0.333333,987.45,0.0,0.333333,0.333333,1
1155.338824,0.909091,5744.03,0.0,0.5,0.083333,1
30.327329,0.909091,284.34,0.0,0.333333,0.0,1
30.692503,0.454545,205.06,0.0,0.916667,0.0,1
805.368458,1.0,0.0,1257.626787,0.0,0.0,2
638.163467,1.0,1202.72,716.190021,0.833333,0.416667,0
264.869295,1.0,940.0,0.0,0.166667,0.166667,1
576.890374,1.0,1081.0,0.0,0.25,0.25,1
27.17079,0.909091,275.0,0.0,0.833333,0.0,1
2292.952733,1.0,0.0,523.015459,0.0,0.0,2
3830.603522,1.0,1257.16,2929.077889,1.0,0.083333,2
690.625555,1.0,666.6,0.0,1.0,0.0,1
566.477136,1.0,5370.39,0.0,1.0,0.5,0
1158.01315,1.0,170.0,299.89919,0.083333,0.083333,2
145.320241,0.636364,530.81,0.0,0.583333,0.0,1
3619.986054,1.0,0.0,1483.6368,0.0,0.0,2
118.941982,0.285714,1250.0,0.0,0.714286,0.0,1
1793.954788,1.0,0.0,93.199729,0.0,0.0,2
186.020599,0.714286,269.85,1115.885225,0.714286,0.142857,1
1414.47232,0.636364,331.52,57.691122,0.166667,0.166667,1
385.841997,1.0,24.63,0.0,0.416667,0.0,1
306.539753,0.909091,2684.5,0.0,0.75,0.083333,1
12.132712,0.8,244.18,0.0,1.0,0.0,1
330.068448,1.0,2441.21,0.0,0.833333,0.0,1
1121.018433,1.0,0.0,410.041428,0.0,0.0,2
133.957441,0.571429,128.5,357.492328,0.142857,0.0,1
1057.699883,1.0,229.74,768.99315,0.5,0.5,1
7907.725211,1.0,1685.19,8253.390661,0.833333,0.75,0
61.159113,0.818182,981.49,0.0,0.916667,0.833333,0
1191.749595,1.0,0.0,1242.647518,0.0,0.0,2
15.577506,1.0,143.76,0.0,1.0,0.0,1
2.641101,1.0,9.68,0.0,0.083333,0.0,1
4060.710208,0.727273,22500.0,0.0,0.5,0.0,0
909.846336,0.875,590.0,1557.373205,0.375,0.375,1
894.357857,1.0,1164.0,0.0,1.0,0.0,1
801.703734,1.0,387.77,0.0,0.583333,0.0,1
267.253822,1.0,2326.71,457.383814,1.0,0.75,0
291.598301,0.454545,0.0,1118.361104,0.0,0.0,1
660.468854,1.0,0.0,1334.235174,0.0,0.0,2
128.365782,1.0,1003.2,0.0,1.0,0.916667,0
3267.962664,1.0,1910.51,0.0,1.0,0.0,1
437.609832,1.0,0.0,1340.127945,0.0,0.0,2
2701.540547,1.0,0.0,932.369762,0.0,0.0,2
2427.756294,1.0,0.0,2995.177193,0.0,0.0,2
239.101942,1.0,750.0,1299.253842,0.857143,0.0,1
1500.810722,1.0,2340.87,0.0,0.916667,0.833333,0
3425.949762,1.0,0.0,2601.134743,0.0,0.0,2
103.792136,1.0,1607.84,0.0,1.0,0.083333,1
1621.345326,1.0,5167.6,0.0,1.0,1.0,0
250.258381,0.727273,486.94,1131.986387,0.25,0.25,1
663.394569,0.875,1208.7,0.0,0.875,0.25,1
96.820999,0.272727,928.53,148.450478,0.25,0.25,1
636.142309,1.0,4659.65,0.0,1.0,0.916667,0
16115.5964,1.0,684.74,4354.002428,1.0,0.083333,2
5238.915225,1.0,270.0,2706.554295,0.166667,0.166667,2
2172.893325,0.909091,416.74,0.0,0.416667,0.0,1
1143.333419,1.0,0.0,267.402242,0.0,0.0,2
1595.980444,1.0,0.0,138.761295,0.0,0.0,2
288.097302,1.0,2622.6,0.0,1.0,0.0,1
7268.70638,1.0,306.91,12702.4277,0.272727,0.272727,2
15.449607,0.818182,574.75,0.0,1.0,0.0,1
1903.274531,0.545455,1813.4,3795.101004,0.5,0.0,1
1102.63215,1.0,1409.31,0.0,0.666667,0.25,1
21.881383,1.0,123.48,0.0,1.0,0.0,1
2.585715,0.090909,70.0,0.0,0.083333,0.083333,1
1182.28075,1.0,0.0,19.326352,0.0,0.0,2
66.842287,1.0,908.34,0.0,1.0,1.0,0
4476.634442,1.0,0.0,6118.973106,0.0,0.0,2
6069.720873,1.0,0.0,3189.058341,0.0,0.0,2
536.027158,1.0,0.0,1057.951828,0.0,0.0,2
5044.179003,1.0,966.6,774.254505,1.0,0.0,2
97.16839,1.0,1639.92,0.0,1.0,0.0,1
1339.008889,1.0,0.0,1982.368623,0.0,0.0,2
2786.743524,1.0,231.63,0.0,0.5,0.166667,2
28.413136,0.727273,215.94,0.0,0.5,0.0,1
37.261373,1.0,498.65,0.0,1.0,0.083333,1
11.116861,1.0,168.0,0.0,1.0,0.0,1
6.420394,0.363636,136.72,0.0,0.333333,0.0,1
135.856693,0.75,843.95,0.0,0.75,0.25,1
13.792103,0.909091,600.0,0.0,0.083333,0.083333,1
2116.845833,1.0,898.34,256.376109,0.916667,0.0,1
135.794123,0.909091,880.28,0.0,0.833333,0.0,1
243.182403,1.0,2687.48,0.0,1.0,0.333333,0
7468.01201,1.0,1569.41,4500.288676,0.545455,0.454545,2
7395.88757,1.0,0.0,4507.523293,0.0,0.0,2
364.219107,0.818182,142.52,654.345476,0.083333,0.083333,1
53.173349,0.545455,60.0,277.129953,0.083333,0.083333,1
1173.949821,1.0,785.69,0.0,0.416667,0.416667,1
1543.205532,1.0,1027.57,0.0,0.416667,0.333333,1
467.345479,1.0,46.74,0.0,0.166667,0.0,1
303.054817,0.636364,894.4,0.0,0.636364,0.363636,1
5481.738308,1.0,0.0,8896.92309,0.0,0.0,2
1952.189994,1.0,297.59,55.219714,0.5,0.083333,1
0.0,0.0,54.85,0.0,0.333333,0.0,1
19.962737,1.0,287.4,0.0,1.0,0.0,1
1773.484195,1.0,0.0,1578.889669,0.0,0.0,2
1734.688041,1.0,0.0,158.851964,0.0,0.0,2
927.294609,1.0,364.74,0.0,0.75,0.166667,1
1248.193121,1.0,40.13,0.0,0.083333,0.0,2
467.287934,1.0,4327.92,0.0,1.0,0.083333,1
1450.959629,0.444444,0.0,3419.81768,0.0,0.0,2
34.195309,1.0,211.56,0.0,1.0,0.0,1
3028.512053,1.0,0.0,353.51025,0.0,0.0,2
886.65747,1.0,1440.48,0.0,1.0,1.0,0
